winner,total_rocks,total_turn,ai_1_reflection,ai_2_reflection,ai_1_warning,ai_2_warning,player_1_capture,player_2_capture,value_weight,value_func_player,value_func_opponent
1,17,8,2901.3583660125732,465.3940200805664,3,0,0,0,0.2,[2.2, 4.3, 1.6, 2.4, 0.6],[-3.6, -1.9, -4.3, -1.2, -3.3]
2,54,27,35685.776472091675,3066.1611557006836,20,0,2,10,0.1,[3.9, 1.2, 0.7, 1.1, 3.6],[-0.8, -3.1, -4.0, -1.3, -2.0]
1,77,38,37590.55805206299,5729.9370765686035,20,2,10,4,0.2,[3.7, 0.4, 0.9, 0.9, 2.3],[-0.0, -3.6, -3.1, -1.9, -0.1]
1,29,14,7927.233695983887,3600.806951522827,6,2,6,2,0.4,[0.0, 3.5, 4.4, 0.2, 4.7],[-0.7, -3.6, -3.0, -0.8, -1.8]
1,31,15,9463.241815567017,1154.8292636871338,9,0,2,4,0.6,[4.9, 1.5, 3.7, 0.8, 4.1],[-1.1, -2.9, -2.7, -3.8, -1.7]
2,42,21,17984.471321105957,2724.0543365478516,14,0,0,2,0.9,[4.0, 3.7, 4.0, 4.4, 4.0],[-2.4, -0.3, -1.6, -1.7, -3.0]
1,27,13,7980.98087310791,732.560396194458,7,0,2,2,0.7,[0.3, 1.6, 3.1, 0.8, 1.4],[-3.1, -3.1, -3.4, -2.8, -1.2]
1,17,8,2290.0264263153076,484.28916931152344,2,0,0,0,0.8,[1.3, 1.8, 4.0, 4.4, 0.9],[-2.2, -2.7, -4.8, -4.1, -0.2]
2,68,34,40546.89621925354,4089.0145301818848,23,0,4,10,0.9,[2.1, 4.2, 3.6, 0.5, 3.9],[-4.1, -3.3, -1.4, -2.8, -3.4]
2,72,36,47926.39255523682,7503.232002258301,24,4,4,10,1.0,[1.9, 0.9, 1.8, 1.8, 0.6],[-0.5, -1.2, -4.8, -1.0, -3.3]
1,69,34,44218.1122303009,10967.544317245483,23,7,10,6,0.5,[2.5, 4.7, 2.7, 1.5, 1.0],[-4.9, -2.8, -3.5, -2.7, -1.7]
1,17,8,2485.2898120880127,529.7656059265137,2,0,0,0,0.2,[3.2, 4.7, 4.4, 2.7, 1.5],[-3.2, -4.4, -0.0, -4.7, -1.1]
1,49,24,22944.629907608032,2076.023578643799,14,0,4,4,1.0,[1.5, 2.0, 2.4, 1.5, 1.8],[-1.6, -0.2, -3.5, -2.9, -1.8]
1,55,27,26085.069179534912,3812.0334148406982,17,1,6,8,0.7,[4.4, 3.1, 2.5, 4.5, 1.0],[-0.6, -0.9, -4.6, -4.3, -0.1]
1,45,22,18933.984518051147,1600.1989841461182,15,0,2,0,0.7,[2.3, 1.5, 2.6, 2.8, 3.5],[-2.2, -4.1, -3.5, -1.8, -3.4]
2,18,9,8135.763168334961,483.02245140075684,6,0,0,2,0.3,[0.5, 4.9, 3.7, 0.2, 3.8],[-1.1, -4.3, -0.7, -3.1, -0.9]
2,78,39,41089.09368515015,8849.218130111694,23,6,8,8,0.2,[4.9, 3.2, 0.9, 3.8, 3.3],[-0.0, -0.2, -0.1, -0.9, -3.9]
1,39,19,13004.35495376587,2796.7653274536133,11,1,4,0,0.4,[2.4, 2.4, 1.1, 1.5, 3.4],[-0.3, -0.6, -2.2, -3.6, -3.8]
1,41,20,11339.23602104187,2375.2851486206055,11,0,2,4,0.3,[4.2, 1.7, 4.9, 3.0, 2.8],[-2.0, -2.4, -1.5, -5.0, -3.1]
1,17,8,2773.967981338501,515.6569480895996,3,0,0,0,0.6,[2.1, 3.2, 0.8, 0.3, 1.2],[-2.9, -1.3, -4.6, -1.1, -4.5]
1,35,17,16622.34354019165,2738.3196353912354,10,1,6,0,0.6,[1.8, 2.9, 0.7, 0.3, 0.2],[-0.6, -3.9, -3.8, -0.0, -4.6]
1,61,30,18295.777559280396,6010.844945907593,10,1,12,4,0.1,[0.3, 3.9, 1.7, 2.4, 4.5],[-3.2, -4.5, -1.9, -1.7, -4.1]
1,51,25,15972.424030303955,2998.1117248535156,13,0,2,0,0.8,[2.9, 0.7, 4.2, 0.5, 4.1],[-4.9, -3.3, -4.2, -4.3, -5.0]
1,21,10,3753.1471252441406,953.3143043518066,4,0,2,0,0.7,[4.3, 4.9, 0.6, 2.2, 3.0],[-2.1, -3.3, -3.3, -4.1, -4.0]
2,36,18,20376.64270401001,1644.1755294799805,13,0,2,6,0.5,[4.5, 1.9, 3.5, 0.9, 2.8],[-1.4, -2.8, -4.2, -2.6, -1.9]
2,50,25,25912.262678146362,2873.229742050171,16,0,0,4,0.3,[4.1, 2.7, 2.2, 1.1, 0.1],[-0.5, -1.7, -2.7, -3.5, -0.1]
2,54,27,33801.180839538574,4099.72882270813,18,3,0,8,0.6,[3.8, 4.9, 2.9, 4.2, 2.5],[-2.4, -2.6, -3.3, -0.8, -0.6]
1,35,17,12650.047779083252,1091.130256652832,10,0,2,4,0.3,[1.6, 2.8, 0.1, 0.9, 0.7],[-4.7, -4.2, -4.2, -1.3, -0.8]
1,45,22,8463.277578353882,2994.018077850342,6,0,2,0,0.3,[2.5, 1.8, 4.8, 3.7, 3.7],[-1.6, -1.3, -1.5, -3.6, -3.8]
2,18,9,7405.994653701782,495.2254295349121,7,0,0,2,0.7,[3.4, 2.4, 4.6, 1.8, 3.7],[-3.8, -0.2, -1.5, -2.3, -1.5]
1,31,15,9785.056352615356,1718.1992530822754,7,0,2,0,0.3,[2.8, 3.8, 3.0, 3.3, 3.4],[-1.8, -4.3, -4.5, -3.9, -4.9]
2,18,9,7026.984691619873,504.223108291626,8,0,0,2,0.9,[4.5, 4.0, 2.9, 2.3, 1.2],[-3.4, -4.0, -2.5, -0.1, -0.1]
2,70,35,31438.802480697632,4965.369462966919,23,0,4,10,0.4,[4.3, 5.0, 3.4, 3.7, 4.6],[-0.5, -1.5, -0.5, -3.1, -3.0]
2,18,9,6901.293992996216,506.44922256469727,7,0,0,2,0.1,[3.2, 1.8, 1.2, 0.9, 4.2],[-2.7, -2.8, -1.6, -1.0, -3.6]
1,73,36,91135.84733009338,9261.50918006897,28,8,8,8,0.3,[2.1, 4.0, 4.5, 4.3, 2.0],[-0.0, -0.5, -0.1, -0.8, -1.7]
1,71,35,40007.65514373779,9958.147525787354,21,5,10,8,0.7,[5.0, 2.8, 3.1, 1.2, 4.3],[-2.0, -4.7, -4.7, -0.2, -0.6]
1,49,24,10651.878118515015,10316.27345085144,6,8,8,2,0.4,[0.3, 0.8, 4.1, 2.1, 3.0],[-4.2, -3.0, -3.8, -4.6, -2.9]
2,54,27,21757.953882217407,2817.1300888061523,14,0,2,4,0.8,[1.0, 0.4, 3.2, 1.2, 2.9],[-3.4, -0.2, -2.9, -2.2, -2.2]
2,42,21,19638.984203338623,2611.058473587036,17,2,2,4,0.3,[3.3, 2.1, 0.0, 2.8, 1.4],[-2.2, -0.6, -0.3, -1.8, -0.9]
2,18,9,7364.19677734375,488.53135108947754,7,0,0,2,0.6,[3.9, 0.2, 2.6, 0.5, 1.8],[-3.2, -4.8, -1.3, -1.5, -4.1]
2,52,26,28968.315362930298,2572.420597076416,18,0,0,4,0.5,[3.7, 1.3, 3.8, 2.3, 2.4],[-0.4, -0.6, -1.9, -1.0, -0.8]
1,29,14,7168.851375579834,2768.5182094573975,6,2,2,0,0.6,[3.2, 1.3, 4.5, 3.5, 2.2],[-0.4, -1.6, -4.9, -0.4, -4.4]
1,37,18,11988.587856292725,1671.3128089904785,11,0,2,2,0.1,[1.0, 3.3, 0.5, 4.8, 4.3],[-4.0, -3.9, -2.1, -2.2, -1.0]
2,68,34,53368.05772781372,5033.058881759644,28,3,2,10,0.9,[0.6, 0.1, 2.7, 4.4, 4.8],[-2.8, -0.1, -1.4, -1.8, -0.6]
1,67,33,43028.409004211426,3708.7674140930176,23,1,4,4,0.5,[4.9, 1.6, 4.1, 1.2, 3.5],[-1.6, -1.3, -0.2, -0.2, -4.2]
2,42,21,21638.350248336792,1513.8165950775146,13,0,2,6,0.0,[3.4, 0.5, 2.0, 2.0, 1.1],[-3.0, -1.6, -2.8, -0.1, -4.8]
1,27,13,6205.292463302612,1859.6057891845703,5,0,2,0,0.5,[4.9, 0.1, 2.7, 3.5, 2.7],[-1.1, -4.5, -0.9, -2.5, -2.6]
1,29,14,5475.174903869629,3826.748847961426,5,2,4,0,0.7,[0.3, 2.7, 5.0, 4.1, 3.7],[-0.7, -1.5, -4.2, -0.3, -0.1]
2,48,24,21736.674070358276,1915.7869815826416,14,0,0,4,0.9,[2.3, 1.4, 4.3, 4.2, 0.2],[-1.3, -2.6, -4.9, -2.1, -5.0]
2,98,49,70379.39929962158,11210.280418395996,38,7,6,10,0.2,[1.8, 2.7, 2.0, 4.1, 1.4],[-0.5, -0.5, -2.0, -2.2, -1.9]
1,61,30,14105.208158493042,19191.20717048645,12,13,10,0,0.1,[0.1, 3.5, 0.3, 0.5, 2.3],[-0.7, -1.3, -2.9, -1.8, -1.8]
1,37,18,16346.081733703613,7027.534008026123,12,3,6,0,0.7,[2.4, 2.3, 2.8, 4.0, 3.7],[-4.0, -2.9, -4.0, -2.5, -2.8]
1,27,13,6561.11741065979,1838.3593559265137,5,0,2,0,0.4,[3.8, 4.7, 4.3, 2.4, 1.0],[-0.8, -2.6, -3.3, -4.5, -1.3]
1,39,19,8877.143859863281,1162.7776622772217,8,0,0,0,0.3,[2.6, 3.4, 3.5, 2.8, 4.5],[-4.3, -1.5, -2.4, -2.9, -0.9]
1,49,24,26029.76703643799,2535.6838703155518,17,1,2,2,0.8,[1.9, 1.7, 4.2, 1.6, 4.8],[-0.1, -1.9, -3.3, -1.7, -4.6]
2,68,34,48109.02500152588,8761.86227798462,17,5,8,8,0.4,[3.6, 2.6, 2.0, 1.4, 4.0],[-1.5, -3.8, -0.8, -2.6, -4.4]
2,30,15,13796.63372039795,790.2450561523438,10,0,0,2,0.5,[2.0, 2.9, 2.2, 4.4, 0.3],[-2.5, -0.9, -3.4, -0.8, -1.5]
1,29,14,8934.736251831055,2639.940023422241,7,1,2,2,0.6,[1.2, 3.2, 4.2, 4.2, 1.1],[-0.4, -4.0, -3.5, -0.8, -4.9]
1,57,28,19542.094945907593,4343.401908874512,14,1,6,2,0.2,[1.0, 4.8, 3.4, 3.8, 3.6],[-3.2, -3.8, -2.7, -3.5, -1.9]
2,54,27,18509.16886329651,2787.7955436706543,13,0,2,4,0.7,[1.7, 3.3, 1.2, 1.6, 4.3],[-5.0, -4.6, -0.9, -0.9, -3.2]
2,44,22,20495.381593704224,1328.0296325683594,13,0,2,4,0.8,[3.8, 2.6, 4.5, 4.9, 3.8],[-0.5, -4.6, -0.6, -1.3, -2.6]
1,69,34,40770.86329460144,9344.075918197632,25,5,4,6,0.8,[4.3, 1.7, 3.4, 2.5, 2.7],[-2.0, -0.1, -0.7, -4.9, -1.6]
1,17,8,2713.595390319824,491.5902614593506,2,0,0,0,0.3,[3.4, 0.5, 4.5, 4.9, 2.5],[-3.8, -0.6, -1.8, -0.6, -4.6]
2,54,27,22175.415754318237,3518.5482501983643,15,1,8,10,0.2,[0.6, 3.9, 3.6, 4.6, 3.2],[-2.9, -1.4, -4.4, -1.5, -4.1]
2,44,22,22793.818950653076,2267.664909362793,14,0,2,8,0.9,[3.3, 0.2, 2.3, 0.3, 4.9],[-2.3, -0.8, -2.9, -0.4, -0.2]
1,43,21,15062.240839004517,2998.046398162842,8,0,8,2,0.8,[0.3, 2.5, 1.7, 2.3, 2.8],[-4.9, -1.7, -3.9, -4.5, -1.4]
2,72,36,31606.839895248413,2578.529119491577,23,0,6,10,0.5,[3.1, 1.2, 1.1, 4.2, 4.9],[-4.0, -0.5, -4.9, -0.2, -2.0]
1,27,13,4961.237907409668,1067.4607753753662,5,0,4,0,0.6,[0.8, 0.9, 4.8, 0.3, 1.8],[-4.0, -4.5, -4.0, -2.3, -4.8]
1,99,49,57176.846504211426,28937.177181243896,32,21,6,4,0.0,[0.5, 4.7, 3.4, 2.0, 4.4],[-3.8, -4.8, -3.3, -0.5, -0.2]
1,17,8,3172.8200912475586,472.8066921234131,4,0,0,0,0.6,[1.4, 1.8, 3.1, 4.1, 1.1],[-1.9, -1.3, -0.7, -2.8, -3.3]
2,30,15,14444.377422332764,817.7905082702637,9,0,0,2,0.8,[2.4, 1.2, 1.5, 3.3, 2.9],[-2.4, -3.2, -4.6, -3.2, -2.3]
2,68,34,28840.704917907715,3224.7917652130127,20,0,4,10,0.3,[3.3, 3.6, 1.8, 3.4, 4.4],[-4.6, -2.3, -2.4, -0.5, -4.7]
1,65,32,30062.545776367188,6009.2175006866455,21,2,6,6,0.7,[4.7, 4.3, 1.2, 1.5, 4.6],[-2.4, -0.7, -1.9, -4.4, -1.8]
1,25,12,6271.06785774231,1034.0306758880615,4,0,2,0,0.5,[0.6, 2.0, 0.1, 0.3, 2.9],[-1.7, -2.8, -3.3, -0.3, -4.8]
2,18,9,7385.051250457764,456.57825469970703,6,0,0,2,0.7,[0.4, 1.7, 2.7, 2.6, 2.2],[-1.0, -1.5, -4.5, -1.2, -4.7]
1,53,26,34646.0337638855,4472.301959991455,20,1,10,4,0.8,[0.4, 1.3, 3.4, 2.7, 0.9],[-2.7, -0.4, -0.1, -4.7, -3.6]
2,62,31,27216.654539108276,3981.923818588257,17,1,0,4,0.4,[1.1, 2.8, 3.0, 2.7, 1.3],[-0.2, -3.9, -2.8, -0.1, -5.0]
1,25,12,5510.833978652954,1385.8284950256348,5,0,4,0,0.9,[3.9, 2.1, 1.7, 3.8, 2.7],[-1.8, -1.6, -4.9, -0.2, -4.6]
1,33,16,8933.552980422974,1468.151569366455,8,0,2,2,0.6,[1.7, 3.7, 3.3, 1.4, 3.3],[-1.1, -2.6, -3.2, -3.4, -3.4]
2,44,22,12529.54912185669,2345.5944061279297,11,0,0,4,0.1,[0.9, 1.2, 4.0, 4.6, 1.8],[-2.6, -1.2, -1.6, -4.6, -0.4]
2,42,21,12763.7197971344,1998.0230331420898,10,0,2,2,0.7,[0.9, 4.5, 3.4, 2.9, 0.4],[-3.7, -2.1, -0.2, -3.6, -4.2]
1,37,18,15423.906564712524,2401.4809131622314,11,1,2,2,0.4,[1.9, 3.8, 0.5, 1.0, 2.9],[-1.3, -2.1, -4.9, -2.9, -3.7]
1,37,18,8579.587936401367,2099.7676849365234,8,0,4,2,0.5,[1.7, 2.2, 3.4, 2.9, 1.4],[-1.1, -1.8, -0.3, -1.3, -2.8]
1,57,28,24946.1088180542,5759.435653686523,19,3,6,4,0.7,[1.9, 2.9, 4.9, 3.0, 1.0],[-3.7, -2.2, -4.4, -4.8, -2.0]
1,53,26,23113.70325088501,5215.768575668335,16,2,4,2,0.0,[4.5, 0.7, 2.0, 4.3, 1.8],[-1.6, -1.1, -2.1, -2.8, -2.3]
2,54,27,27777.16565132141,1983.2639694213867,19,1,0,6,0.4,[5.0, 0.2, 4.6, 2.5, 4.0],[-1.9, -1.2, -2.9, -2.5, -3.3]
2,34,17,11111.987352371216,1033.5032939910889,9,0,0,2,0.5,[1.3, 0.4, 1.3, 3.0, 0.8],[-2.7, -5.0, -3.4, -1.4, -0.5]
1,33,16,8173.662900924683,1423.546552658081,7,0,2,2,0.3,[2.1, 4.0, 3.9, 2.3, 4.9],[-1.3, -3.8, -3.5, -1.1, -4.8]
1,39,19,17448.36688041687,4531.142711639404,13,2,8,2,0.0,[0.6, 2.3, 1.3, 3.8, 2.1],[-4.7, -1.6, -4.3, -3.6, -1.3]
1,23,11,3082.7558040618896,1032.6814651489258,2,0,0,0,0.2,[4.4, 4.1, 2.8, 3.3, 3.7],[-0.3, -0.7, -1.1, -0.9, -1.5]
2,46,23,31596.375942230225,2755.650281906128,18,0,2,6,0.1,[2.6, 2.9, 1.4, 1.4, 2.7],[-2.6, -1.6, -2.9, -1.3, -4.5]
1,31,15,9289.810419082642,1842.6032066345215,8,1,2,4,0.5,[0.2, 1.5, 0.3, 1.7, 1.9],[-1.0, -1.0, -0.3, -1.7, -0.8]
2,60,30,34162.294149398804,4578.880310058594,22,0,2,10,0.0,[4.4, 0.4, 0.6, 2.9, 3.0],[-2.1, -0.8, -1.7, -2.2, -1.2]
2,26,13,9163.591861724854,771.4428901672363,9,0,0,2,0.6,[1.1, 3.1, 0.7, 4.2, 3.8],[-3.2, -0.5, -3.7, -0.4, -1.3]
2,42,21,21228.68299484253,2374.5181560516357,17,1,2,4,0.1,[3.5, 0.9, 1.1, 4.7, 4.5],[-2.5, -1.5, -2.7, -4.2, -2.6]
2,36,18,20083.587408065796,1754.8205852508545,11,0,4,8,0.6,[4.3, 3.8, 2.1, 3.5, 3.0],[-2.9, -4.8, -0.0, -0.6, -4.7]
1,29,14,5111.568450927734,2027.4102687835693,6,0,2,0,0.1,[4.7, 1.6, 4.9, 0.2, 1.8],[-0.7, -1.0, -2.2, -1.2, -0.5]
1,89,44,31673.055171966553,6755.231618881226,25,3,8,8,0.3,[4.5, 0.1, 0.9, 1.2, 2.1],[-1.6, -1.7, -1.1, -1.5, -1.4]
2,42,21,21546.558141708374,1534.7309112548828,14,0,2,8,0.2,[1.3, 3.1, 3.6, 3.4, 1.2],[-0.1, -3.1, -2.7, -1.1, -0.4]
1,53,26,27158.174991607666,3507.8535079956055,16,1,2,2,0.6,[4.5, 2.5, 2.7, 4.9, 1.8],[-0.3, -1.8, -3.0, -1.6, -4.2]
1,27,13,10313.78149986267,797.0635890960693,6,0,2,2,0.2,[0.9, 1.7, 0.9, 3.2, 3.7],[-3.2, -1.6, -1.0, -1.8, -4.0]
2,52,26,20607.11145401001,2835.1974487304688,15,0,0,4,0.8,[2.3, 3.1, 2.9, 4.9, 2.2],[-4.9, -0.6, -3.6, -2.0, -0.6]
2,18,9,8011.545419692993,480.47542572021484,7,0,0,2,0.1,[2.9, 3.1, 0.4, 3.8, 0.8],[-2.1, -1.9, -0.7, -0.5, -1.7]
1,69,34,21748.19326400757,7869.517803192139,17,5,12,8,0.8,[1.2, 2.7, 1.0, 3.1, 2.6],[-0.7, -1.5, -1.7, -4.2, -0.8]
1,27,13,4507.9710483551025,1130.587100982666,4,0,2,0,0.8,[0.5, 0.4, 0.3, 1.2, 1.3],[-4.8, -2.3, -0.2, -5.0, -2.0]
1,39,19,11352.979898452759,1220.0438976287842,12,0,0,0,0.9,[2.3, 2.0, 4.1, 2.7, 3.6],[-4.0, -1.7, -4.9, -0.1, -4.6]
